,artist,song,lyrics
100,Bob Dylan,I’m Not There,"It's alright
And then she's all too tight
In my neighbourhood
She cries both day and night
I know it because it was there

It's a milestone
But she down on her luck
And she daily so lonely
But to make hard to buck
I remain

I believe where she's stoppin'
If she wants time to care
I believe that she'd look upon
Deciding to care
And I go by the Lord in a way
She's on my way
But I don't belong there

No I don't belong to her
I don't belong to anybody
She's my prize-forsaken angel
But she don't hear me cry

She's a lone-hearted mystic
And she dain't carry on
When I'm there she's alright
But when she's not when I'm gone

Heaven knows that the answers
She's don't call no one
She's the way, assailin' beautiful
She's mine for the one
And I lost her heavy tension
By temptations does it runs
But she don't holler me
But I'm not there, I'm gone

Now I've cried tonight
Like I cried the night before
And I'm least on the high string
But I dream about the door
It's a long, she's forsaken
By her fate, ways to tell
It don't hang by formation
She's smiled, said thee well

Now went out treat the layway
I was born to love her
But she knows that the kingdom weighs
So high above her
And I run but I race
But it's not too fast to slim
But I don't perceive her
I'm not there, I'm gone

Well it's all about dead years'n
And I cried for her veil
I don't need anybody now
Beside me to tell
And it's all affirmation
I perceive but it's not
She's an old-hearted beauty
But she don't like the spot
And she come

Yes she's gone like the rainbow
The shining yesterday
But now she's warm beside me and
I'd like to hear to stay
She's a unforsaken beauty
And don't trust anyone
And I wish I was beside her
But I'm not there, I'm gone

Well it's a too-hard to stakin'
And I don't far believe
It's all bad for abusing
An' she's hard, too hard to leave
It's unknown, it's a crime
The way she mauls me around
But she told, phoned to hate me
But it's doomed to make a clown

Yes, I believe that it's rightful
Oh I believe it in my mind
I been told like I said when I before
Carry on the grind
And she's all good to tole her
Like I said, carry on
I wish I was there to help her
But I'm not there, I'm gone"
101,Bob Dylan,When the Ship Comes In,"Oh, the time will come up
When the winds will stop
And the breeze will cease to be breathin'
Like the stillness in the wind
Before the hurricane begins
The hour that the ship comes in

And the sea will split
And the ships will hit
And the sands on the shoreline will be shaking
Then the tide will sound
And the waves will pound
And the mornin' will be a-breakin'

The fishes will laugh
As they swim out of the path
And the seagulls, they'll be smilin'
And the rocks on the sand
Will proudly stand
The hour that the ship comes in

And the words that are used
For to get the ship confused
Will not be understood as they're spoken
For the chains of the sea
Will have busted in the night
And be buried on the bottom of the ocean

A song will lift
As the mainsail shifts
And the boat drifts on to the shoreline
And the sun will respect
Every face on the deck
The hour that the ship comes in

Then the sands will roll
Out a carpet of gold
For your weary toes to be a-touchin'
And the ship's wise men
Will remind you once again
That the whole wide world is watchin'

Oh, the foes will rise
With the sleep still in their eyes
And they'll jerk from their beds and think they're dreamin'
But they'll pinch themselves and squeal
And they'll know that it's for real
The hour that the ship comes in

And they'll raise their hands
Sayin', ""We'll meet all your demands""
But we'll shout from the bow, ""Your days are numbered""
And like Pharoah's tribe
They'll be drowned in the tide
And like Goliath, they'll be conquered"
102,Bob Dylan,Dink’s Song,"[Verse 1]
If I had wings
Like Noah's Dove
I’d fly the river
To the one I love
Fare thee well, my honey
Fare thee well

[Verse 2]
I had a man
Who was long and tall
Moved his body
Like a cannonball
Fare thee well, my honey
Fare thee well

[Verse 3]
Remember one evening
Was drizzling rain
And around my heart
I felt an aching pain
Fare thee well, my honey
Fare thee well

[Verse 4]
Once I wore
My apron low
Couldn’t keep you
Away from my door
Fare thee well, my honey
Fare thee well

[Verse 5]
Now my apron
Is up to my chin
You pass my door
But you never come in
Fare thee well, my honey
Fare thee well

[Verse 6]
Oh, mighty river
Runs muddy and wild
Can’t care the bloody
For my unborn child
Fare thee well, my honey
Fare thee well

[Verse 7]
Number 9 train
Won’t do no harm
Number 9 train
Take my poor baby home
Fare thee well, my honey
Fare thee well

[Verse 8]
Fastest man
I ever saw
Skipped Missouri
On the way to Arkansas
Fare thee well, my honey
Fare thee well"
103,Bob Dylan,North Country Blues,"Come an' gather 'round friends
And I'll tell ya' a tale
Of when the red iron ore pits run a-plenty
But the cardboard filled windows
And old men on the benches
Tell you now that the whole town is empty

In the north end of town
My own children are grown
Well I was raised on the other
In the wee hours of youth
My mother took sick
And I was brought up by my brother

The iron ore poured
As the years passed the door
The drag lines and the shovels they was a-hummin'
'Til one day my brother
Failed to come home
The same as my father before him

Well a long winter's wait
From the winda' I watched
My friends they couldn'ta been kinder
And my school it was cut
As I quit in the spring
To marry John Thomas, a miner

Oh the years passed again
And the givin' was good
With the lunch bucket filled every season
What with three babies born
The work was cut down
To a half a day's shift with no reason

Then the shaft was soon shut
And more work was cut
And the fire in the air, it felt frozen
'Til a man come to speak
And he said in one week
That number eleven was closin'

They complained in the East
They're payin' too high
They say that your ore ain't worth a-diggin'
That it's much cheaper down
In the South American towns
Where the miners work almost for nothin'

So the minin' gates locked
And the red iron rotted
And the room smelled heavy from drinkin'
When the sad silent song
Made the hour twice as long
As I waited for the sun to go sinking

I lived by the window
As he talked to himself
This silence of tongues it was buildin'
'Til one morning's wake
The bed it was bare
And I's left alone with three children

The summer is gone
The ground's turning cold
The stores one by one they're a-foldin'
My children will go
As soon they grow
Well there ain't nothin' here now to hold them"
104,Bob Dylan,Most Likely You Go Your Way (And I’ll Go Mine),"[Verse 1]
You say you love me
And you’re thinkin' of me
But you know you could be wrong
You say you told me
That you wanta hold me
But you know you’re not that strong
I just can’t do what I done before
I just can’t beg you anymore
I’m gonna let you pass
And I’ll go last
Then time will tell just who has fell
And who’s been left behind
When you go your way and I go mine

[Verse 2]
You say you disturb me
And you don’t deserve me
But you know sometimes you lie
You say you’re shakin'
And you’re always achin'
But you know how hard you try
Sometimes it gets so hard to care
It can’t be this way everywhere
And I’m gonna let you pass
Yes, and I’ll go last
Then time will tell who has fell
And who’s been left behind
When you go your way and I go mine

[Bridge]
Well the, the judge he holds a grudge
He’s gonna call on you
But he’s badly built
And he walks on stilts
Watch out he don’t fall on you

[Verse 3]
You say you’re sorry
For tellin' stories
That you know I believe are true
You say you got some
Other kinda lover
And yes, I believe you do
Say my kisses are not like his
But this time I’m not gonna tell you why that is
I’m just gonna let you pass
Yes, and I’ll go last
Then time will tell who has fell
And who’s been left behind
When you go your way and I go mine"
105,Bob Dylan,When I Paint My Masterpiece,"[Verse 1]
Oh, the streets of Rome are filled with rubble
Ancient footprints are everywhere
You can almost think that you’re seeing double
On a cold, dark night on the Spanish Stairs
Got to hurry on back to my hotel room
Where I’ve got me a date with Botticelli’s niece
She promised that she’d be right there with me
When I paint my masterpiece

[Verse 2]
Oh, the hours I’ve spent inside the Coliseum
Dodging lions and wasting time
Oh, those mighty kings of the jungle, I could hardly stand to see them
Yes, it sure has been a long, hard climb
Train wheels running through the back of my memory
When I ran on the hilltop following a pack of wild geese
Someday, everything is going to be smooth like a rhapsody
When I paint my masterpiece

Sailing round the world in a dirty gondola
Oh, to be back in the land of Coca-Cola!

[Verse 3]
I left Rome and landed in Brussels
On a plane ride so bumpy that I almost cried
Clergymen in uniform and young girls pulling muscles
Everyone was there to greet me when I stepped inside
Newspapermen eating candy
Had to be held down by big police
Someday, everything is going to be different
When I paint my masterpiece"
106,Bob Dylan,Pledging My Time,"Well, early in the morning
'Til late at night
I got a poison headache
But I feel all right
I’m pledgin' my time to you
Hopin' you’ll come through, too

Well, the hobo got too high
But he came to me naturally
He stole my baby
Then he wanted to steal me
But I’m pledging my time to you
Hopin' you’ll come through, too

Won’t you come with me, baby?
I’ll take you where you want to go
And if it don’t work out
You’ll be the first to know
I’m pledging my time to you
Hopin' you’ll come through, too

Well, the room is so stuffy
I can hardly breathe
Everybody's gone but me and you
And I can’t be the last to leave
I’m pledging my time to you
Hopin' you’ll come through, too

Well, they sent for the ambulance
And one was sent
Somebody got lucky
But it was an accident
Now I’m pledging my time to you
Hopin' you’ll come through, too"
107,Bob Dylan,The Ballad of Frankie Lee and Judas Priest,"[Verse 1]
Well, Frankie Lee and Judas Priest
They were the best of friends
So when Frankie Lee needed money one day
Judas quickly pulled out a roll of tens
And placed them on a footstool
Just above the plotted plain
Sayin', “Take your pick, Frankie Boy
My loss will be your gain”

[Verse 2]
Well, Frankie Lee, he sat right down
And put his fingers to his chin
But with the cold eyes of Judas on him
His head began to spin
“Could ya please not stare at me like that?,” he said
“It’s just my foolish pride
But sometimes a man must be alone
And this is no place to hide”

[Verse 3]
Well, Judas, he just winked and said
“Alright, I’ll leave you here
But you’d better hurry up and choose which of those bills you want
Before they all disappear”
“I’m gonna start my pickin' right now
Just tell me where you’ll be”
Judas pointed down the road
And said, “Eternity!”

[Verse 4]
“Eternity?” said Frankie Lee
With a voice as cold as ice
“That’s right,” said Judas, “Eternity
Though you might call it ‘Paradise’”
“I don’t call it anything”
Said Frankie Lee with a smile
“All right,” said Judas Priest
“I’ll see you after a while”

[Verse 5]
Well, Frankie Lee, he sat back down
Feeling low and mean
When just then a passin' stranger
Burst upon the scene
Saying, “Are you Frankie Lee, the gambler
Whose father's deceased?
Well, if you are, there’s a fellow callin' you down the road
And they say his name is Priest”

[Verse 6]
“Oh, yes, he is my friend”
Said Frankie Lee in fright
“I do recall him very well
In fact, he just left my sight”
“Yes, that’s the one,” said the stranger
As quiet as a mouse
“Well, my message is, he’s down the road
Stranded in a house”

[Verse 7]
Well, Frankie Lee, he panicked
He dropped everything and ran
Until he came up to the spot
Where Judas Priest did stand
“What kind of house is this,” he said
“Where I have come to roam?”
“It’s not a house,” says Judas Priest
“It’s not a house, it’s a home”

[Verse 8]
Well, Frankie Lee, he trembled
He soon lost all control
Over ev’rything which he had made
While the mission bells did toll
He just stood there staring
At that big house as bright as any sun
With four and twenty windows
And a woman’s face in ev’ry one

[Verse 9]
Well, up the stairs ran Frankie Lee
With a soulful, bounding leap
And, foaming at the mouth
He began to make his midnight creep
For sixteen nights and days he raved
But on the seventeenth he burst
Into the arms of Judas Priest
Which is where he died of thirst

[Verse 10]
No one tried to say a thing
When they carried him out in jest
Except, of course, the little neighbor boy
Who carried him to rest
And he just walked along, alone
With his guilt so well concealed
And muttered underneath his breath
“Nothing is revealed”

[Verse 11]
Well, the moral of this story
The moral of this song
Is simply that one should never be
Where one does not belong
So when you see your neighbor carrying somethin'
Help him with his load
And don’t go mistaking Paradise
For that home across the road"
108,Bob Dylan,Thunder on the Mountain,"Thunder on the mountain, fires on the moon
There's a ruckus in the alley and the sun will be here soon
Today's the day, gonna grab my trombone and blow
Well, there's hot stuff here and it's everywhere I go

I was thinking' 'bout Alicia Keys, couldn't keep from crying
When she was born in Hell's Kitchen, I was living down the line
I'm wondering where in the world Alicia Keys could be
I have been looking for her even clear through Tennessee

Feel like my soul is beginning to expand
Look into my heart and you will sort of understand
You brought me here, now you're trying to run me away
The writing's on the wall, come read it, come see what it say

Thunder on the mountain, rolling like a drum
Gonna sleep over there, that's where the music coming from
I don't need any guide, I already know the way
Remember this, I'm your servant both night and day

The pistols are poppin' and the power is down
I'd like to try something' but I'm so far from town
The sun keeps shining'
And the North Wind keeps picking up speed
Gonna forget about myself for a while, gonna go out and see what others need

I've been sitting down studying the art of love
I think it will fit me like a glove
I want some real good woman to do just what I say
Everybody got to wonder
What's the matter with this cruel world today

Thunder on the mountain rolling to the ground
Gonna get up in the morning walk the hard road down
Some sweet day I'll stand beside my king
I wouldn't betray your love or any other thing

Gonna raise me an army, some tough sons of bitches
I'll recruit my army from the orphanages
I been to St. Herman's church and I've said my religious vows
I've sucked the milk out of a thousand cows

I got the porkchops, she got the pie
She ain't no angel and neither am I
Shame on your greed, shame on your wicked schemes
I'll say this, I don't give a damn about your dreams

Thunder on the mountain heavy as can be
Mean old twister bearing down on me
All the ladies of Washington scrambling to get out of town
Looks like something bad gonna happen
Better roll your airplane down

Everybody's going and I want to go too
Don't wanna take a chance with somebody new
I did all I could and I did it right there and then
I've already confessed – no need to confess again

Gonna make a lot of money, gonna go up north
I'll plant and I'll harvest what the earth brings forth
The hammer's on the table, the pitchfork's on the shelf
For the love of God, you ought to take pity on yourself

Songwriter:  Bob Dylan"
109,Bob Dylan,"Oh, Sister","[Verse 1]
Oh, sister, when I come to lie in your arms
You should not treat me like a stranger
Our Father would not like the way that you act
And you must realize the danger

[Verse 2]
Oh, sister, am I not a brother to you
And one deserving of affection?
And is our purpose not the same on this earth
To love and follow His direction?

[Verse 3]
We grew up together
From the cradle to the grave
We died and were reborn
And then mysteriously saved

[Verse 4]
Oh, sister, when I come to knock on your door
Don’t turn away, you’ll create sorrow
Time is an ocean but it ends at the shore
You may not see me tomorrow"
110,Bob Dylan,Most of the Time,"[Verse 1]
Most of the time
I’m clear focused all around
Most of the time
I can keep both feet on the ground
I can follow the path, I can read the signs
Stay right with it when the road unwinds
I can handle whatever I stumble upon
I don’t even notice she gone
Most of the time

[Verse 2]
Most of the time
It’s well understood
Most of the time
I wouldn’t change it if I could
I can make it all match up, I can hold my own
I can deal with the situation right down to the bone
I can survive, I can endure
And I don’t even think about her
Most of the time

[Verse 3]
Most of the time
My head is on straight
Most of the time
I’m strong enough not to hate
I don’t build up illusion ’till it makes me sick
I ain’t afraid of confusion no matter how thick
I can smile in the face of mankind
Don’t even remember what her lips felt like on mine
Most of the time

[Bridge]
Most of the time
She ain’t even in my mind
I wouldn’t know her if I saw her
She’s that far behind
Most of the time
I can’t even be sure
If she was ever with me
Or if I was ever with her

[Verse 5]
Most of the time
I’m halfway content
Most of the time
I know exactly where it all went
I don’t cheat on myself, I don’t run and hide
Hide from the feelings that are buried inside
I don’t compromise and I don’t pretend
I don’t even care if I ever see her again
Most of the time"
111,Bob Dylan,Romance in Durango,"[Verse 1]
Hot chili peppers in the blistering sun
Dust on my face and my cape
Me and Magdalena on the run
I think this time we shall escape

Sold my guitar to the baker’s son
For a few crumbs and a place to hide
But I can get another one
And I’ll play for Magdalena as we ride

[Chorus]
No Ilores, mi querida
Dios nos vigila
Soon the horse will take us to Durango
Agarrame, mi vida
Soon the desert will be gone
Soon you will be dancing the fandango

[Verse 2]
Past the Aztec ruins and the ghosts of our people
Hoof beats like castanets on stone
At night I dream of bells in the village steeple
Then I see the bloody face of Ramon

Was it me that shot him down in the Cantina
Was it my hand that held the gun?
Come, let us fly, my Magdalena
The dogs are barking and what’s done is done

[Chorus]

[Verse 3]
In the corrida we’ll sit in the shade
And watch the young torero stand alone
We’ll drink tequila where our grandfathers stayed
When they rode with Villa into Torreón

Then the padre will recite the prayers of old
In the little church this side of town
I will wear new boots and an earring of gold
You’ll shine with diamonds in your wedding gown

The way is long but the end is near
Already the fiesta has begun
The face of God will appear
With His serpent eyes of obsidian

[Chorus]

[Verse 4]
Was that the thunder that I heard?
My head is vibrating, I feel a sharp pain
Come sit by me, don’t say a word
Oh, can it be that I am slain?

Quick, Magdalena, take my gun
Look up in the hills, that flash of light
Aim well my little one
We may not make it through the night

[Chorus]"
112,Bob Dylan,Melancholy Mood,"Melancholy mood forever haunts me
Steals upon me in the night, forever taunts me
Oh, what a lonely soul am I, stranded high and dry
By a melancholy mood

Gone is every joy and inspiration
Tears are all I have to show, no consolation
All I can see is grief and gloom, till the crack of doom
Oh, melancholy mood

Deep in the night I search for a trace
Of a lingering kiss, a warm embrace
But love is a whimsy, as flimsy as lace
And my arms embrace an empty space

Melancholy mood, why must you blind me
Pity me and break the chains, the chains that bind me
Won't you release me, set me free, bring her back to me
Oh, melancholy mood"
113,Bob Dylan,Joey,"[Verse 1]
Born in Red Hook, Brooklyn, in the year of who knows when
Opened up his eyes to the tune of an accordion
Always on the outside of whatever side there was
When they asked him why it had to be that way, “Well,” he answered
“Just because”

Larry was the oldest, Joey was next to last
They called Joe “Crazy,” the baby they called “Kid Blast”
Some say they lived off gambling and runnin’ numbers too
It always seemed they got caught between the mob and the men in blue

[Chorus]
Joey, Joey
King of the streets, child of clay
Joey, Joey
What made them want to come and blow you away?

[Verse 2]
There was talk they killed their rivals, but the truth was far from that
No one ever knew for sure where they were really at
When they tried to strangle Larry, Joey almost hit the roof
He went out that night to seek revenge, thinking he was bulletproof

The war broke out at the break of dawn, it emptied out the streets
Joey and his brothers suffered terrible defeats
Till they ventured out behind the lines and took five prisoners
They stashed them away in a basement, called them amateurs

The hostages were trembling when they heard a man exclaim
“Let’s blow this place to kingdom come, let Con Edison take the blame”
But Joey stepped up, and he raised his hands, said, “We’re not those kind of men
It’s peace and quiet that we need to go back to work again”

[Chorus]

[Verse 3]
The police department hounded him, they called him Mr. Smith
They got him on conspiracy, they were never sure who with
“What time is it?” said the judge to Joey when they met
“Five to ten,” said Joey. The judge says, “That’s exactly what you get”

He did ten years in Attica, reading Nietzsche and Wilhelm Reich
They threw him in the hole one time for trying to stop a strike
His closest friends were black men because they seemed to understand
What it’s like to be in society with a shackle on your hand

When they let him out in ’71 he’d lost a little weight
But he dressed like Jimmy Cagney and I swear he did look great
He tried to find the way back into the life he left behind
To the boss he said, “I have returned and now I want what’s mine”

[Chorus]

[Verse 4]
It was true that in his later years he would not carry a gun
“I’m around too many children,” he’d say, “they should never know of one”
Yet he walked right into the clubhouse of his lifelong deadly foe
Emptied out the register, said, “Tell them it was Crazy Joe”

One day they blew him down in a clam bar in New York
He could see it coming through the door as he lifted up his fork
He pushed the table over to protect his family
Then he staggered out into the streets of Little Italy

[Chorus]

[Verse 5]
Sister Jacqueline and Carmela and mother Mary all did weep
I heard his best friend Frankie say, “He is not dead, he’s just asleep”
Then I saw the old man’s limousine head back towards the grave
I guess he had to say one last goodbye to the son that he could not save

The sun turned cold over President Street and the town of Brooklyn mourned
They said a mass in the old church near the house where he was born
And someday if God’s in heaven overlooking His preserve
I know the men that shot him down will get what they deserve

[Chorus]"
114,Bob Dylan,Temporary Like Achilles,"[Verse 1]
Standing on your window, honey
Yes, I’ve been here before
Feeling so harmless
I’m looking at your second door
How come you don’t send me no regards?
Ya' know I want your loving
Honey, why are you so hard?

[Verse 2]
Kneeling ’neath your ceiling
Yes, I guess I’ll be here for a while
I’m trying to read your portrait, but
I’m helpless, like a rich man’s child
How come you send someone out to have me barred?
You know I want your lovin’
Honey, why you so hard?

[Bridge]
Like a poor fool in his prime
Yes, I know you can hear me walk
But is your heart made out of stone, or is it lime
Or is it just solid rock?

[Verse 3]
Well, I lean into your hallway
Lean against your velvet door
I watch upon your scorpion
Who crawls across your circus floor
Just what do you think you have to guard?
You know I want your lovin’
Honey, but you’re so hard

(Verse 4)
Achilles is in your alleyway
He don’t want me here, he does brag
He’s pointing to the sky
And he’s hungry, like a man in drag
How come you get someone like him to be your guard?
You know I want your lovin'
Honey, but you’re so hard"
115,Bob Dylan,Blind Willie McTell,"[Verse 1]
Seen the arrow on the doorpost
Saying, “This land is condemned
All the way from New Orleans
To Jerusalem”
I traveled through East Texas
Where many martyrs fell
And I know no one can sing the blues
Like Blind Willie McTell

[Verse 2]
Well, I heard that hoot owl singing
As they were taking down the tents
The stars above the barren trees
Were his only audience
Them charcoal gypsy maidens
Can strut their feathers well
But nobody can sing the blues
Like Blind Willie McTell

[Verse 3]
See them big plantations burning
Hear the cracking of the whips
Smell that sweet magnolia blooming
See the ghosts of slavery ships
I can hear them tribes a-moaning
Hear that undertaker’s bell
Nobody can sing the blues
Like Blind Willie McTell

[Verse 4]
There’s a woman by the river
With some fine young handsome man
He’s dressed up like a squire
Bootlegged whiskey in his hand
There’s a chain gang on the highway
I can hear them rebels yell
And I know no one can sing the blues
Like Blind Willie McTell

[Verse 5]
Well, God is in His heaven
And we all want what’s His
But power and greed and corruptible seed
Seem to be all that there is
I’m gazing out the window
Of the St. James Hotel
And I know no one can sing the blues
Like Blind Willie McTell"
116,Bob Dylan,One More Cup of Coffee,"Your breath is sweet
Your eyes are like two jewels in the sky
Your back is straight, your hair is smooth
On the pillow where you lie
But I don't sense affection
No gratitude or love
Your loyalty is not to me
But to the stars above

One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below

Your daddy he's an outlaw
And a wanderer by trade
He'll teach you how to pick and choose
And how to throw the blade
He oversees his kingdom
So no stranger does intrude
His voice it trembles as he calls out
For another plate of food

One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below

Your sister sees the future
Like your mama and yourself
You've never learned to read or write
There's no books upon your shelf
And your pleasure knows no limits
Your voice is like a meadowlark
But your heart is like an ocean
Mysterious and dark

One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below"
117,Bob Dylan,Ring Them Bells,"[Verse 1]
Ring them bells, ye heathen
From the city that dreams
Ring them bells from the sanctuaries
’Cross the valleys and streams
For they’re deep and they’re wide
And the world’s on its side
And time is running backwards
And so is the bride


[Verse 2]
Ring them bells St. Peter
Where the four winds blow
Ring them bells with an iron hand
So the people will know
Oh it’s rush hour now
On the wheel and the plow
And the sun is going down
Upon the sacred cow


[Verse 3]
Ring them bells Sweet Martha
For the poor man’s son
Ring them bells so the world will know
That God is one
Oh the shepherd is asleep
Where the willows weep
And the mountains are filled
With lost sheep


[Verse 4]
Ring them bells for the blind and the deaf
Ring them bells for all of us who are left
Ring them bells for the chosen few
Who will judge the many when the game is through
Ring them bells, for the time that flies
For the child that cries
When innocence dies


[Verse 5]
Ring them bells St. Catherine
From the top of the room
Ring them from the fortress
For the lilies that bloom
Oh the lines are long
And the fighting is strong
And they’re breaking down the distance
Between right and wrong"
118,Bob Dylan,Moonshiner,"[Verse 1]
I've been a moonshiner
For seventeen long years
I've spent all my money
On whiskey and beer
I go to some hollow
And sit at my still
And if whiskey dont kill me
Then I dont know what will

[Verse 2]
I go to some bar room
And drink with my friends
Where the women can't follow
And see what I spend
God bless them pretty women
I wish they was mine
Their breath is as sweet
The dew on the vine

[Verse 3]
Let me eat when I am hungry
Let me drink when I am dry
A dollar when I am hard up
Religion when I die
The whole world's a bottle
And life's but a dram
When the bottle gets empty
It sure ain't worth a damn"
119,Bob Dylan,Farewell,"[Verse 1]
Oh it’s fare thee well my darling’ true
I’m leaving’ in the first hour of the morn
I’m bound off for the bay of Mexico
Or maybe the coast of Californ
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leavin’
That’s a-grievin’ me
But my true love who’s bound to stay behind

[Verse 2]
Oh the weather is against me and the wind blows hard
And the rain she’s a-turnin’ into hail
I still might strike it lucky on a highway going’ west
Though I’m traveling’ on a path beaten trail
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving’
That’s a-grievin’ me
But my true love who’s bound to stay behind

[Verse 3]
I will write you a letter from time to time
As I’m rambling’ you can travel with me too
With my head, my heart and my hands, my love
I will send what I learn back home to you
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving’
That’s a-grievin’ me
But my true love who’s bound to stay behind

[Verse 4]
I will tell you of the laughter and of troubles
Be them somebody else’s or my own
With my hands in my pockets and my coat collar high
I will travel unnoticed and unknown
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving
That’s a-grievin’ me
But my true love who’s bound to stay behind

[Verse 5]
I’ve heard tell of a town where I might as well be bound
It’s down around the old Mexican plains
They say that the people are all friendly there
And all they ask of you is your name
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving
That’s a-grievin’ me
But my true love who’s bound to stay behind"
120,Bob Dylan,All I Really Want to Do,"[Verse 1]
I ain't lookin' to compete with you
Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is, baby, be friends with you

[Verse 2]
No, and I ain't lookin' to fight with you
Frighten you or uptighten you
Drag you down or drain you down
Chain you down or bring you down
All I really want to do
Is, baby, be friends with you

[Verse 3]
I ain't lookin' to block you up
Shock or knock or lock you up
Analyze you, categorize you
Finalize you or advertise you
All I really want to do
Is, baby, be friends with you

[Verse 4]
I don’t wanta' straight-face you
Race or chase you, track or trace you
Or disgrace you or displace you
Or define you or confine you
All I really want to do
Is, baby, be friends with you

[Verse 5]
I don’t wanta' meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is, baby, be friends with you

[Verse 6]
I don’t wanta' fake you out
Take or shake or forsake you out
I ain't lookin' for you to feel like me
See like me or be like me
All I really want to do
Is, baby, be friends with you"
121,Bob Dylan,Down the Highway,"[Verse 1]
Well, I’m walking down the highway
With my suitcase in my hand
Yes, I’m walking down the highway
With my suitcase in my hand
Lord, I really miss my baby
She’s in some foreign land

[Verse 2]
Well, your streets are getting empty
Lord, your highway’s getting filled
And your streets are getting empty
And your highway’s getting filled
Well, the way I love that woman
I swear it’s bound to get me killed

[Verse 3]
Well, I've been gambling so long
Lord, I ain't got much more to lose
Yes, I've been gambling so long
Lord, I ain't a-got much more to lose
Right now I’m having trouble
Please don’t take away my highway shoes

[Verse 4]
Well, I’m bound to get lucky, baby
Or I’m bound to die trying
Yes, I’m a-bound to get lucky, baby
Lord, Lord, I’m a-bound to die trying
Well, meet me in the middle of the ocean
And we’ll leave this old highway behind

[Verse 5]
Well, the ocean took my baby
My baby stole my heart from me
Yes, the ocean took my baby
My baby took my heart from me
She packed it all up in a suitcase
Lord, she took it away to Italy, Italy

[Verse 6]
So, I’m a-walking down your highway
Just as far as my poor eyes can see
Yes, I’m a-walking down your highway
Just as far as my eyes can see
From the Golden Gate Bridge
All the way to the Statue of Liberty"
122,Bob Dylan,Standing in the Doorway,"[Verse 1]
I'm walking through the summer nights
The jukebox playing low
Yesterday everything was going too fast
Today it's moving too slow
I got no place left to turn
I got nothing left to burn
Don't know if I saw you if I would kiss you or kill you
It probably wouldn't matter to you anyhow

You left me standing in the doorway, crying
I got nothing to go back to now

[Verse 2]
The light in this place is so bad
Making me sick in the head
All the laughter is just making me sad
The stars have turned cherry red
I'm strumming on my gay guitar
Smoking a cheap cigar
The ghost of our old love has not gone away
Don't look it like it will anytime soon

You left me standing in the doorway, crying
Under the midnight moon

[Verse 3]
Maybe they'll get me and maybe they won't
But not tonight and it won't be here
There are things I could say, but I don't
I know the mercy of God must be near
I've been riding a midnight train
Got ice water in my veins
I would be crazy if I took you back
It would go up against every rule

You left me standing in the doorway, crying
Suffering like a fool

[Verse 4]
When the last rays of daylight go down
Buddy, you’ll roll no more
I can hear the church bells ringing in the yard
I wonder who they're ringing for
I know I can't win
But my heart just won't give in
Last night I danced with a stranger
But she just reminded me you were the one

You left me standing in the doorway, crying
In the dark land of the sun

[Verse 5]
I eat when I'm hungry, drink when I'm dry
And live my life on the square
And even if the flesh falls off of my face
I know someone will be there to care
It always means so much
Even the softest touch
I see nothing to be gained by any explanation
There's no words that need to be said

You left me standing in the doorway, crying
Blues wrapped around my head"
123,Bob Dylan,You Ain’t Goin’ Nowhere,"Clouds so swift, the rain falling in
Gonna see a movie called Gunga Din
Pack up your money, pull up your tent, McGuinn
You ain't goin' nowhere

Ooh-wee, ride me high
Tomorrow's the day that my bride's a-gonna come
Ooh-wee, are we gonna fly
Down into the easy chair

Genghis Khan and his brother Don
Couldn't keep on keeping on
We'll climb that bridge after it's gone
After we're way past it

Ooh-wee, ride me high
Tomorrow's the day that my bride's a-gonna come
Ooh-wee, are we gonna fly
Down into the easy chair

Buy me some rings and a gun that sings
A flute that toots and a bee that stings
The sky that cries and a bird that flies
A fish that walks and a dog that talks

Ooh-wee, ride me high
Tomorrow's the day that my bride's a-gonna come
Ooh-wee, are we gonna fly
Down into the easy chair

Ooh-wee, ride me high
Tomorrow's the day that my bride's a-gonna come
Ooh-wee, are we gonna fly
Down into the easy chair"
